商品ID,类别ID,门店编号,单价,销量,成交时间,订单ID
30214800,925090000,CDXL,25.41,0.63,2017/1/3 10:58,20170103CDLG000410056565
30006364,914100000,CDXL,11.22,1,2017/1/3 10:58,20170103CDLG000410056565
30009418,911000000,CDXL,1.2,1,2017/1/3 10:58,20170103CDLG000410056565
29989059,922000003,CDXL,3.98,0.854,2017/1/3 10:58,20170103CDLG000410056565
29989072,922000002,CDXL,0.78,7.051,2017/1/3 10:59,20170103CDLG000410056567
29989072,922000002,CDXL,0.78,9.103,2017/1/3 10:59,20170103CDLG000410056567
30132382,930010005,CDXL,7.52,1,2017/1/3 10:59,20170103CDLG000410056568
30134159,911000000,CDXL,2,1,2017/1/3 10:59,20170103CDLG000410056568
30163281,914010000,CDXL,2,1,2017/1/3 10:59,20170103CDLG000410056568
30163281,914010000,CDXL,2,1,2017/1/3 10:59,20170103CDLG000410056568
30192287,931050304,CDXL,9.52,1,2017/1/3 10:59,20170103CDLG000410056568
29992137,930040104,CDXL,19.52,1,2017/1/3 10:59,20170103CDLG000410056568
30004033,914000004,CDXL,5.12,1,2017/1/3 10:59,20170103CDLG000410056568
30023175,922000103,CDXL,5.61,0.401,2017/1/3 10:59,20170103CDLG000410056568
30002241,912060007,CDXL,60.73,0.162,2017/1/3 11:03,20170103CDLG000410056569
30002271,912060400,CDXL,25.46,0.178,2017/1/3 11:03,20170103CDLG000410056569
30002271,912060400,CDXL,25.39,0.194,2017/1/3 11:03,20170103CDLG000410056569
30026352,920000202,CDXL,5.22,0.929,2017/1/3 11:03,20170103CDLG000410056569
30071281,930020502,CDXL,13.12,1,2017/1/3 11:03,20170103CDLG000410056569
30071281,930020502,CDXL,13.12,1,2017/1/3 11:03,20170103CDLG000410056569
30119882,912080000,CDXL,5.42,1,2017/1/3 11:03,20170103CDLG000410056569
30136855,912060303,CDXL,17.43,0.657,2017/1/3 11:03,20170103CDLG000410056569
30009061,912030500,CDXL,3.12,1,2017/1/3 11:03,20170103CDLG000410056569
30022232,960000000,CDXL,0.3,1,2017/1/3 11:03,20170103CDLG000410056569
30148309,910030001,CDXL,3.78,7,2017/1/3 11:03,20170103CDLG000410056569
30046538,930020001,CDXL,9.52,1,2017/1/3 11:03,20170103CDLG000410056569
29989068,922000004,CDXL,5.6,0.468,2017/1/3 11:03,20170103CDLG000410056569
30002221,912060000,CDXL,21.41,0.234,2017/1/3 11:03,20170103CDLG000410056569
30036903,911000000,CDXL,5.52,1,2017/1/3 11:03,20170103CDLG000410056569
30003966,914000003,CDXL,13.62,1,2017/1/3 11:05,20170103CDLG000410056570
30164949,930020500,CDXL,20.52,1,2017/1/3 11:05,20170103CDLG000410056570
30005991,914030100,CDXL,2,1,2017/1/3 11:05,20170103CDLG000410056570
30005991,914030100,CDXL,2,1,2017/1/3 11:05,20170103CDLG000410056570
30022232,960000000,CDXL,0.3,1,2017/1/3 11:05,20170103CDLG000410056570
30022947,931060301,CDXL,6.12,1,2017/1/3 11:05,20170103CDLG000410056570
30211562,914000300,CDXL,9.52,1,2017/1/3 11:05,20170103CDLG000410056570
30137162,912060303,CDXL,43.84,0.199,2017/1/3 11:05,20170103CDLG000410056570
30023187,922000003,CDXL,3.2,0.559,2017/1/3 11:06,20170103CDLG000410056571
30023195,922000001,CDXL,1.98,0.556,2017/1/3 11:07,20170103CDLG000410056572
30023041,923000006,CDXL,3.2,0.615,2017/1/3 11:07,20170103CDLG000410056572
29989076,922000006,CDXL,3.58,0.698,2017/1/3 11:07,20170103CDLG000410056572
29989060,922000000,CDXL,9.6,0.02,2017/1/3 11:07,20170103CDLG000410056572
29989082,922000000,CDXL,8.79,0.218,2017/1/3 11:07,20170103CDLG000410056572
30023192,922000000,CDXL,9.62,0.11,2017/1/3 11:13,20170103CDLG000410056573
30209378,914040204,CDXL,3.12,1,2017/1/3 11:13,20170103CDLG000410056573
29989065,922000000,CDXL,21.64,0.159,2017/1/3 11:13,20170103CDLG000410056573
29989060,922000000,CDXL,9.62,0.17,2017/1/3 11:13,20170103CDLG000410056573
30005873,914020401,CDXL,3.12,1,2017/1/3 11:13,20170103CDLG000410056573
29989072,922000002,CDXL,0.78,1.923,2017/1/3 11:14,20170103CDLG000410056574
29989072,922000002,CDXL,0.78,2.564,2017/1/3 11:14,20170103CDLG000410056574
30026255,915030104,CDXL,3.32,2.845,2017/1/3 11:14,20170103CDLG000410056574
29989071,922000002,CDXL,3.4,2.143,2017/1/3 11:14,20170103CDLG000410056574
30007741,910030002,CDXL,1.91,15,2017/1/3 11:21,20170103CDLG000410056575
29989157,923000000,CDXL,5.6,1.99,2017/1/3 11:23,20170103CDLG000410056576
29989061,922000000,CDXL,5.62,0.05,2017/1/3 11:24,20170103CDLG000410056577
30196343,910030005,CDXL,12.42,1,2017/1/3 11:24,20170103CDLG000410056577
30023178,922000004,CDXL,6.19,0.198,2017/1/3 11:24,20170103CDLG000410056577
30023195,922000001,CDXL,1.98,0.505,2017/1/3 11:24,20170103CDLG000410056577
30010756,912040004,CDXL,8.12,1,2017/1/3 11:26,20170103CDLG000410056578
30005991,914030100,CDXL,2,1,2017/1/3 11:27,20170103CDLG000410056579
30132718,930000201,CDXL,24.52,1,2017/1/3 11:27,20170103CDLG000410056579
29989098,922000001,CDXL,2.8,0.849,2017/1/3 11:28,20170103CDLG000410056580
30013861,914050005,CDXL,1.8,1,2017/1/3 11:29,20170103CDLG000410056581
30163281,914010000,CDXL,1.6,2,2017/1/3 11:29,20170103CDLG000410056581
29989060,922000000,CDXL,9.62,0.13,2017/1/3 11:29,20170103CDLG000410056581
30010617,910020000,CDXL,2,1,2017/1/3 11:32,20170103CDLG000410056582
30031874,915030401,CDXL,5.62,1.067,2017/1/3 11:32,20170103CDLG000410056583
29989072,922000002,CDXL,0.78,2.18,2017/1/3 11:32,20170103CDLG000410056583
30179532,915000106,CDXL,13.59,0.401,2017/1/3 11:32,20170103CDLG000410056583
29989153,923000006,CDXL,7.6,0.965,2017/1/3 11:32,20170103CDLG000410056583
30110333,930010002,CDXL,49.52,1,2017/1/3 11:35,20170103CDLG000410056584
29989049,922000001,CDXL,1.98,0.859,2017/1/3 11:36,20170103CDLG000410056585
29989072,922000002,CDXL,0.78,0.897,2017/1/3 11:36,20170103CDLG000410056585
29989059,922000003,CDXL,3.98,1.784,2017/1/3 11:36,20170103CDLG000410056585
29989157,923000000,CDXL,5.6,2.324,2017/1/3 11:36,20170103CDLG000410056585
30021764,914020100,CDXL,1.5,1,2017/1/3 11:36,20170103CDLG000410056585
30021764,914020100,CDXL,1.5,1,2017/1/3 11:36,20170103CDLG000410056585
30021764,914020100,CDXL,1.5,1,2017/1/3 11:36,20170103CDLG000410056585
30031870,915030401,CDXL,6.58,1.581,2017/1/3 11:38,20170103CDLG000410056586
30006041,915010000,CDXL,7.58,1.093,2017/1/3 11:38,20170103CDLG000410056587
30020249,923000002,CDXL,1.98,1.717,2017/1/3 11:38,20170103CDLG000410056587
30026118,915020000,CDXL,4.92,1.491,2017/1/3 11:39,20170103CDLG000410056588
30072361,915030001,CDXL,59.62,1,2017/1/3 11:39,20170103CDLG000410056588
30023197,922000003,CDXL,6.8,0.877,2017/1/3 11:40,20170103CDLG000410056589
30156634,922000103,CDXL,37.61,0.379,2017/1/3 11:40,20170103CDLG000410056589
29989061,922000000,CDXL,5.6,0.067,2017/1/3 11:40,20170103CDLG000410056590
29989077,922000008,CDXL,11.59,0.142,2017/1/3 11:40,20170103CDLG000410056590
29989085,922000002,CDXL,1.18,1.356,2017/1/3 11:40,20170103CDLG000410056590
29989081,922000000,CDXL,8.19,0.14,2017/1/3 11:40,20170103CDLG000410056590
30005846,914000001,CDXL,8.02,1,2017/1/3 11:42,20170103CDLG000410056591
30039971,915030404,CDXL,20.62,1,2017/1/3 11:42,20170103CDLG000410056591
30184351,915000106,CDXL,15.58,0.57,2017/1/3 11:43,20170103CDLG000410056592
29989077,922000008,CDXL,11.6,0.526,2017/1/3 11:43,20170103CDLG000410056593
30022232,960000000,CDXL,0.3,1,2017/1/3 11:43,20170103CDLG000410056593
30026352,920000202,CDXL,5.22,0.893,2017/1/3 11:43,20170103CDLG000410056593
29989105,922000000,CDXL,2.8,1.289,2017/1/3 11:43,20170103CDLG000410056593
29989058,922000001,CDXL,1.98,1.667,2017/1/3 11:43,20170103CDLG000410056593
29989058,922000001,CDXL,1.98,1.818,2017/1/3 11:43,20170103CDLG000410056593
29989050,922000001,CDXL,6.79,0.279,2017/1/3 11:44,20170103CDLG000410056594
30063411,910020300,CDXL,2.62,1,2017/1/3 11:44,20170103CDLG000410056594
30144190,914000100,CDXL,3.62,1,2017/1/3 11:44,20170103CDLG000410056594
29989082,922000000,CDXL,8.82,0.174,2017/1/3 11:44,20170103CDLG000410056594
29989146,923000006,CDXL,6.8,0.766,2017/1/3 11:44,20170103CDLG000410056594
30203637,923000006,CDXL,3.2,1.117,2017/1/3 17:13,20170103CDLG000410056595
29989157,923000000,CDXL,5.6,0.518,2017/1/3 17:13,20170103CDLG000410056595
30002226,912060001,CDXL,33.32,0.181,2017/1/3 17:13,20170103CDLG000410056595
29989077,922000008,CDXL,11.59,0.401,2017/1/3 17:14,20170103CDLG000410056596
29989091,922000000,CDXL,4.2,0.895,2017/1/3 17:14,20170103CDLG000410056596
30026398,912020101,CDXL,12.42,1,2017/1/3 17:14,20170103CDLG000410056596
30201152,912020104,CDXL,6.32,1,2017/1/3 17:14,20170103CDLG000410056596
30214804,925090000,CDXL,33.44,0.518,2017/1/3 17:14,20170103CDLG000410056596
29989540,924020000,CDXL,11.57,0.318,2017/1/3 17:17,20170103CDLG000410056598
30002271,912060400,CDXL,25.35,0.171,2017/1/3 17:17,20170103CDLG000410056598
30001010,930020700,CDXL,16.52,1,2017/1/3 17:17,20170103CDLG000410056598
30132335,930040200,CDXL,43.52,1,2017/1/3 17:17,20170103CDLG000410056598
30212289,931060404,CDXL,3.9,1,2017/1/3 17:17,20170103CDLG000410056598
30195948,930020502,CDXL,9.52,1,2017/1/3 17:18,20170103CDLG000410056599
30157323,910030000,CDXL,2.44,7,2017/1/3 17:19,20170103CDLG000410056600
30010791,914090003,CDXL,59.52,1,2017/1/3 17:21,20170103CDLG000410056602
30010791,914090003,CDXL,59.52,1,2017/1/3 17:22,20170103CDLG000410056604
30000851,930020102,CDXL,6.52,1,2017/1/3 17:25,20170103CDLG000410056605
30000851,930020102,CDXL,6.52,1,2017/1/3 17:25,20170103CDLG000410056605
30167702,930040000,CDXL,5.52,1,2017/1/3 17:25,20170103CDLG000410056605
30199833,930040000,CDXL,9.52,1,2017/1/3 17:25,20170103CDLG000410056605
29989077,922000008,CDXL,11.59,0.351,2017/1/3 17:25,20170103CDLG000410056606
30072117,922000001,CDXL,4,0.25,2017/1/3 17:28,20170103CDLG000410056607
29989059,922000003,CDXL,3.98,0.427,2017/1/3 17:28,20170103CDLG000410056607
29989059,922000003,CDXL,3.98,0.452,2017/1/3 17:28,20170103CDLG000410056607
30000889,930020104,CDXL,4.42,1,2017/1/3 17:30,20170103CDLG000410056608
30214187,912060304,CDXL,39.23,0.154,2017/1/3 17:30,20170103CDLG000410056608
30022232,960000000,CDXL,0.3,1,2017/1/3 17:30,20170103CDLG000410056608
30008385,912060303,CDXL,25.45,0.151,2017/1/3 17:30,20170103CDLG000410056608
30073664,912060303,CDXL,27.22,0.25,2017/1/3 17:30,20170103CDLG000410056608
30209610,912040202,CDXL,9.52,1,2017/1/3 17:30,20170103CDLG000410056608
30001769,912020102,CDXL,2,1,2017/1/3 17:30,20170103CDLG000410056608
30009323,912500204,CDXL,2.92,1,2017/1/3 17:30,20170103CDLG000410056608
30061706,912500301,CDXL,6.62,1,2017/1/3 17:30,20170103CDLG000410056608
30089480,910020105,CDXL,3.12,1,2017/1/3 17:30,20170103CDLG000410056608
30001586,910020302,CDXL,5.52,1,2017/1/3 17:33,20170103CDLG000410056610
30001586,910020302,CDXL,5.52,1,2017/1/3 17:33,20170103CDLG000410056610
30001585,910020300,CDXL,5.52,1,2017/1/3 17:33,20170103CDLG000410056610
30001585,910020300,CDXL,5.52,1,2017/1/3 17:33,20170103CDLG000410056610
30214313,930020502,CDXL,8.52,1,2017/1/3 17:33,20170103CDLG000410056611
30214313,930020502,CDXL,8.52,1,2017/1/3 17:33,20170103CDLG000410056611
29989161,923000006,CDXL,15.62,0.275,2017/1/3 17:36,20170103CDLG000410056612
30027007,923000006,CDXL,5.6,2.525,2017/1/3 17:36,20170103CDLG000410056612
30203637,923000006,CDXL,3.21,0.251,2017/1/3 17:36,20170103CDLG000410056612
30006041,915010000,CDXL,7.58,0.754,2017/1/3 17:41,20170103CDLG000410056613
30023041,923000006,CDXL,3.2,1.145,2017/1/3 17:43,20170103CDLG000410056614
30168345,930010002,CDXL,49.52,1,2017/1/3 17:43,20170103CDLG000410056614
30005880,914020403,CDXL,8.52,1,2017/1/3 17:45,20170103CDLG000410056615
30161585,914030000,CDXL,3.82,1,2017/1/3 17:45,20170103CDLG000410056615
30004137,914040100,CDXL,9.72,1,2017/1/3 17:45,20170103CDLG000410056616
30038433,923000006,CDXL,15.6,0.707,2017/1/3 17:45,20170103CDLG000410056616
30152499,930040200,CDXL,18.12,1,2017/1/3 17:46,20170103CDLG000410056617
30006041,915010000,CDXL,7.58,0.44,2017/1/3 17:50,20170103CDLG000410056618
30082802,915030400,CDXL,5.78,2,2017/1/3 17:53,20170103CDLG000410056619
30186923,914110101,CDXL,5.52,1,2017/1/3 17:55,20170103CDLG000410056620
29989083,922000000,CDXL,4.2,0.284,2017/1/3 17:55,20170103CDLG000410056620
30008629,912030500,CDXL,4.12,1,2017/1/3 17:55,20170103CDLG000410056620
30214801,925090000,CDXL,27.44,0.445,2017/1/3 17:55,20170103CDLG000410056620
29989081,922000000,CDXL,8.19,0.385,2017/1/3 17:55,20170103CDLG000410056620
29989048,922000001,CDXL,1.98,0.556,2017/1/3 17:55,20170103CDLG000410056620
29989071,922000002,CDXL,3.4,0.952,2017/1/3 17:55,20170103CDLG000410056620
30110225,910020207,CDXL,3.72,1,2017/1/3 17:56,20170103CDLG000410056621
30084698,930040006,CDXL,3.52,1,2017/1/3 17:56,20170103CDLG000410056621
30110228,910020207,CDXL,3.72,1,2017/1/3 17:56,20170103CDLG000410056621
30084693,930040007,CDXL,4.52,1,2017/1/3 17:56,20170103CDLG000410056621
30009933,912030002,CDXL,4.82,1,2017/1/3 17:57,20170103CDLG000410056622
30211009,912040002,CDXL,2,1,2017/1/3 17:57,20170103CDLG000410056622
30022232,960000000,CDXL,0.3,1,2017/1/3 17:57,20170103CDLG000410056622
29989083,922000000,CDXL,4.2,0.306,2017/1/3 17:57,20170103CDLG000410056622
30024094,914050001,CDXL,2.72,1,2017/1/3 17:57,20170103CDLG000410056622
30116890,914070100,CDXL,10.42,1,2017/1/3 17:57,20170103CDLG000410056622
30214801,925090000,CDXL,27.42,0.454,2017/1/3 17:57,20170103CDLG000410056622
30009740,912060303,CDXL,59.62,0.16,2017/1/3 17:57,20170103CDLG000410056622
29989048,922000001,CDXL,1.98,0.606,2017/1/3 17:57,20170103CDLG000410056622
29989071,922000002,CDXL,3.4,0.794,2017/1/3 17:57,20170103CDLG000410056622
29989172,923000002,CDXL,9.6,0.922,2017/1/3 17:57,20170103CDLG000410056622
30129933,912060403,CDXL,27.15,0.178,2017/1/3 17:57,20170103CDLG000410056622
30022232,960000000,CDXL,0.3,1,2017/1/3 17:59,20170103CDLG000410056623
30104667,910010101,CDXL,21.52,1,2017/1/3 17:59,20170103CDLG000410056623
30104667,910010101,CDXL,21.52,1,2017/1/3 17:59,20170103CDLG000410056623
30104667,910010101,CDXL,21.52,1,2017/1/3 17:59,20170103CDLG000410056623
30104668,910010101,CDXL,18.52,1,2017/1/3 17:59,20170103CDLG000410056623
30013857,914050005,CDXL,3.12,1,2017/1/3 18:06,20170103CDLG000410056624
30013857,914050005,CDXL,3.12,1,2017/1/3 18:06,20170103CDLG000410056624
30162126,912060303,CDXL,51.27,0.333,2017/1/3 18:06,20170103CDLG000410056624
30022233,960000000,CDXL,0.2,1,2017/1/3 18:06,20170103CDLG000410056624
30005384,914070100,CDXL,8.42,1,2017/1/3 18:06,20170103CDLG000410056624
30046919,914100002,CDXL,7.82,1,2017/1/3 18:09,20170103CDLG000410056625
30197630,914100000,CDXL,4.82,1,2017/1/3 18:09,20170103CDLG000410056625
30209618,914100004,CDXL,4.12,1,2017/1/3 18:09,20170103CDLG000410056625
30092226,912040005,CDXL,5.32,1,2017/1/3 18:09,20170103CDLG000410056625
30002388,912030002,CDXL,2.7,1,2017/1/3 18:09,20170103CDLG000410056625
30028552,912000104,CDXL,2.7,1,2017/1/3 18:09,20170103CDLG000410056625
30131208,912500100,CDXL,4.12,1,2017/1/3 18:10,20170103CDLG000410056626
30131211,912500100,CDXL,4.12,1,2017/1/3 18:10,20170103CDLG000410056626
30027007,923000006,CDXL,5.6,0.702,2017/1/3 18:10,20170103CDLG000410056626
30020269,923000101,CDXL,7.59,0.389,2017/1/3 18:10,20170103CDLG000410056626
30135343,931060000,CDXL,13.52,1,2017/1/3 18:10,20170103CDLG000410056626
30008174,911010100,CDXL,23.62,1,2017/1/3 18:13,20170103CDLG000410056628
30009406,911000001,CDXL,2,1,2017/1/3 18:13,20170103CDLG000410056628
30009406,911000001,CDXL,2,1,2017/1/3 18:13,20170103CDLG000410056628
29989099,922000008,CDXL,1.58,0.506,2017/1/3 18:13,20170103CDLG000410056628
30010681,914050001,CDXL,2.12,1,2017/1/3 18:13,20170103CDLG000410056628
30031738,915030101,CDXL,4.92,2.019,2017/1/3 18:13,20170103CDLG000410056628
29989059,922000003,CDXL,3.98,1.181,2017/1/3 18:13,20170103CDLG000410056628
30003923,914120101,CDXL,1.12,2,2017/1/3 18:13,20170103CDLG000410056628
29991389,930020104,CDXL,7.92,1,2017/1/3 18:15,20170103CDLG000410056630
30214313,930020502,CDXL,8.52,1,2017/1/3 18:18,20170103CDLG000410056631
30002241,912060007,CDXL,60.43,0.148,2017/1/3 18:18,20170103CDLG000410056631
30211713,912030002,CDXL,5.12,1,2017/1/3 18:18,20170103CDLG000410056631
30126246,910010500,CDXL,13.62,1,2017/1/3 18:19,20170103CDLG000410056632
30147127,910020300,CDXL,1.65,2,2017/1/3 18:19,20170103CDLG000410056632
30126249,910010500,CDXL,13.62,1,2017/1/3 18:19,20170103CDLG000410056632
30204500,931060126,CDXL,5.52,1,2017/1/3 18:21,20170103CDLG000410056633
30072119,922000001,CDXL,2,1.65,2017/1/3 18:23,20170103CDLG000410056634
30072121,922000001,CDXL,1,2.1,2017/1/3 18:23,20170103CDLG000410056634
29989151,923000002,CDXL,7.59,0.464,2017/1/3 18:25,20170103CDLG000410056635
30008381,912060301,CDXL,19.42,0.692,2017/1/3 18:25,20170103CDLG000410056635
30008604,912020106,CDXL,1.2,1,2017/1/3 18:25,20170103CDLG000410056635
30008604,912020106,CDXL,1.2,1,2017/1/3 18:25,20170103CDLG000410056635
30008600,912020106,CDXL,1.2,1,2017/1/3 18:25,20170103CDLG000410056635
29989059,922000003,CDXL,3.98,1.281,2017/1/3 18:25,20170103CDLG000410056635
29989059,922000003,CDXL,3.98,1.759,2017/1/3 18:25,20170103CDLG000410056635
29989157,923000000,CDXL,5.6,2.157,2017/1/3 18:25,20170103CDLG000410056635
30008598,912020106,CDXL,1.2,1,2017/1/3 18:25,20170103CDLG000410056635
30005991,914030100,CDXL,2,1,2017/1/3 18:26,20170103CDLG000410056636
30197932,914120302,CDXL,5.82,1,2017/1/3 18:26,20170103CDLG000410056636
30009769,912020300,CDXL,5.42,1,2017/1/3 18:26,20170103CDLG000410056636
30118372,915030001,CDXL,52.62,1,2017/1/3 18:26,20170103CDLG000410056636
30004155,914030005,CDXL,6.62,1,2017/1/3 18:27,20170103CDLG000410056637
30004155,914030005,CDXL,6.62,1,2017/1/3 18:27,20170103CDLG000410056637
30006232,914100000,CDXL,5.52,1,2017/1/3 18:27,20170103CDLG000410056637
30009417,911000001,CDXL,3.12,1,2017/1/3 18:30,20170103CDLG000410056638
30010033,911000000,CDXL,4.12,1,2017/1/3 18:30,20170103CDLG000410056638
30085815,931010103,CDXL,6.52,1,2017/1/3 18:31,20170103CDLG000410056639
30085820,931020102,CDXL,9.52,1,2017/1/3 18:31,20170103CDLG000410056639
30139244,930020502,CDXL,14.52,1,2017/1/3 18:31,20170103CDLG000410056639
30139244,930020502,CDXL,14.52,1,2017/1/3 18:31,20170103CDLG000410056639
30027007,923000006,CDXL,5.6,0.619,2017/1/3 18:34,20170103CDLG000410056640
30156273,914100004,CDXL,21.62,1,2017/1/3 18:37,20170103CDLG000410056641
29992424,930040101,CDXL,1.9,3,2017/1/3 18:37,20170103CDLG000410056641
30022233,960000000,CDXL,0.2,1,2017/1/3 18:37,20170103CDLG000410056641
30166136,930040000,CDXL,12.52,1,2017/1/3 18:37,20170103CDLG000410056641
30010587,914070201,CDXL,4.12,1,2017/1/3 18:37,20170103CDLG000410056641
30010587,914070201,CDXL,4.12,1,2017/1/3 18:37,20170103CDLG000410056641
30166139,930040000,CDXL,12.52,1,2017/1/3 18:37,20170103CDLG000410056641
30181164,932010300,CDXL,1.9,1,2017/1/3 18:37,20170103CDLG000410056641
30079003,930040003,CDXL,12.22,1,2017/1/3 18:37,20170103CDLG000410056641
30079003,930040003,CDXL,12.22,1,2017/1/3 18:37,20170103CDLG000410056641
30176901,930040000,CDXL,9.52,1,2017/1/3 18:37,20170103CDLG000410056641
29989059,922000003,CDXL,3.98,1.558,2017/1/3 18:37,20170103CDLG000410056641
29989071,922000002,CDXL,3.4,1.72,2017/1/3 18:37,20170103CDLG000410056641
30006252,914100003,CDXL,12.12,1,2017/1/3 18:37,20170103CDLG000410056641
30023197,922000003,CDXL,6.8,1.198,2017/1/3 18:37,20170103CDLG000410056641
30171531,912030007,CDXL,7.52,1,2017/1/3 18:39,20170103CDLG000410056642
30171531,912030007,CDXL,7.52,1,2017/1/3 18:39,20170103CDLG000410056642
30022232,960000000,CDXL,0.3,1,2017/1/3 18:41,20170103CDLG000410056643
30063953,914020402,CDXL,8.62,1,2017/1/3 18:41,20170103CDLG000410056643
30013920,914040004,CDXL,6.62,1,2017/1/3 18:41,20170103CDLG000410056643
29989085,922000002,CDXL,1.18,1.441,2017/1/3 18:41,20170103CDLG000410056643
30005737,914040204,CDXL,3.02,1,2017/1/3 18:41,20170103CDLG000410056643
30169638,914040004,CDXL,5.22,1,2017/1/3 18:41,20170103CDLG000410056643
30019928,911010100,CDXL,29.62,1,2017/1/3 18:41,20170103CDLG000410056643
30027007,923000006,CDXL,5.59,0.385,2017/1/3 18:43,20170103CDLG000410056644
30186484,914030001,CDXL,9.52,1,2017/1/3 18:43,20170103CDLG000410056644
30136855,912060303,CDXL,17.42,0.59,2017/1/3 18:43,20170103CDLG000410056644
30050565,911000000,CDXL,6.52,1,2017/1/3 18:43,20170103CDLG000410056644
30069905,915020001,CDXL,7.58,0.515,2017/1/3 18:44,20170103CDLG000410056645
30127605,912030602,CDXL,13.62,1,2017/1/3 18:45,20170103CDLG000410056646
29989059,922000003,CDXL,3.98,1.407,2017/1/3 18:45,20170103CDLG000410056646
30141351,930010005,CDXL,4.52,1,2017/1/3 18:47,20170103CDLG000410056647
30141351,930010005,CDXL,4.52,1,2017/1/3 18:47,20170103CDLG000410056647
30082802,915030400,CDXL,4.62,0.68,2017/1/3 18:47,20170103CDLG000410056647
30006246,914100001,CDXL,5.52,1,2017/1/3 18:47,20170103CDLG000410056647
30092224,912060303,CDXL,31.16,0.298,2017/1/3 18:47,20170103CDLG000410056647
30020338,924000005,CDXL,19.62,0.245,2017/1/3 18:47,20170103CDLG000410056648
29989076,922000006,CDXL,3.58,0.419,2017/1/3 18:47,20170103CDLG000410056648
30031738,915030101,CDXL,4.92,1.019,2017/1/3 18:47,20170103CDLG000410056648
30173848,920090000,CDXL,1.3,2,2017/1/3 18:47,20170103CDLG000410056648
29989060,922000000,CDXL,9.62,0.12,2017/1/3 18:47,20170103CDLG000410056648
29989095,922000006,CDXL,7.59,0.439,2017/1/3 18:47,20170103CDLG000410056648
30010021,912080000,CDXL,2.5,1,2017/1/3 18:48,20170103CDLG000410056649
30118993,914100004,CDXL,4.82,1,2017/1/3 18:48,20170103CDLG000410056649
30118993,914100004,CDXL,4.82,1,2017/1/3 18:48,20170103CDLG000410056649
30009740,912060303,CDXL,59.62,0.19,2017/1/3 18:48,20170103CDLG000410056649
30036903,911000000,CDXL,5.52,1,2017/1/3 18:48,20170103CDLG000410056649
30178869,912060303,CDXL,51.49,0.187,2017/1/3 18:48,20170103CDLG000410056649
30010021,912080000,CDXL,2.5,1,2017/1/3 18:48,20170103CDLG000410056649
30010021,912080000,CDXL,2.5,1,2017/1/3 18:48,20170103CDLG000410056649
30010021,912080000,CDXL,2.5,1,2017/1/3 18:48,20170103CDLG000410056649
30059981,911000100,CDXL,10.62,1,2017/1/3 18:48,20170103CDLG000410056649
30059981,911000100,CDXL,10.62,1,2017/1/3 18:48,20170103CDLG000410056649
30100004,912060008,CDXL,59.62,0.12,2017/1/3 18:48,20170103CDLG000410056649
30129933,912060403,CDXL,27.25,0.409,2017/1/3 18:48,20170103CDLG000410056649
30022232,960000000,CDXL,0.3,1,2017/1/3 18:50,20170103CDLG000410056650
30090474,910020207,CDXL,11.62,2,2017/1/3 18:51,20170103CDLG000410056651
30092224,912060303,CDXL,31.24,0.389,2017/1/3 18:51,20170103CDLG000410056651
30200518,922000000,CDXL,19.62,0.35,2017/1/3 18:52,20170103CDLG000410056652
30023227,923000002,CDXL,1.12,1,2017/1/3 18:52,20170103CDLG000410056652
29989077,922000008,CDXL,11.61,0.659,2017/1/3 18:54,20170103CDLG000410056653
30137162,912060303,CDXL,31.22,0.231,2017/1/3 18:54,20170103CDLG000410056653
29989140,923000006,CDXL,7.6,0.689,2017/1/3 18:55,20170103CDLG000410056654
30020049,923000002,CDXL,6.8,1.435,2017/1/3 18:56,20170103CDLG000410056655
30077541,930040100,CDXL,4.52,1,2017/1/3 18:56,20170103CDLG000410056655
30179532,915000106,CDXL,13.58,0.609,2017/1/3 18:58,20170103CDLG000410056656
29989172,923000002,CDXL,9.6,1.032,2017/1/3 18:58,20170103CDLG000410056656
30023197,922000003,CDXL,6.8,0.571,2017/1/3 18:58,20170103CDLG000410056656
30008609,912020106,CDXL,2.82,1,2017/1/3 19:00,20170103CDLG000410056657
30100737,912040003,CDXL,5.22,1,2017/1/3 19:00,20170103CDLG000410056657
30189774,910020000,CDXL,5.12,1,2017/1/3 19:00,20170103CDLG000410056657
30008594,912020106,CDXL,2.82,1,2017/1/3 19:00,20170103CDLG000410056657
30020269,923000101,CDXL,7.6,1.479,2017/1/3 19:00,20170103CDLG000410056657
30022232,960000000,CDXL,0.3,1,2017/1/3 19:00,20170103CDLG000410056657
30039743,912040008,CDXL,5.22,1,2017/1/3 19:00,20170103CDLG000410056657
30214358,931080104,CDXL,9.52,1,2017/1/3 19:00,20170103CDLG000410056657
30001796,912020102,CDXL,2,1,2017/1/3 19:00,20170103CDLG000410056657
30008389,912060302,CDXL,25.23,0.449,2017/1/3 19:00,20170103CDLG000410056657
30104591,912060200,CDXL,68.17,0.407,2017/1/3 19:00,20170103CDLG000410056657
30034754,931080003,CDXL,12.42,1,2017/1/3 19:01,20170103CDLG000410056658
29989172,923000002,CDXL,9.6,0.832,2017/1/3 19:05,20170103CDLG000410056659
30020055,923000002,CDXL,9.6,1.613,2017/1/3 19:08,20170103CDLG000410056661
30212188,914120305,CDXL,5.42,1,2017/1/3 19:08,20170103CDLG000410056661
30169638,914040004,CDXL,5.22,1,2017/1/3 19:08,20170103CDLG000410056661
