用户ID,好坏客户,年龄,负债率,月收入,家属数量
133787,0,77,274,,
133788,0,51,0.163953156,3500,0
133789,0,48,2.573713143,2000,0
133790,0,65,0.310538551,5161,0
133791,0,54,0.281128302,9500,1
133792,0,39,0.516969489,5833,0
133793,0,63,3630,,3
133794,0,62,0.346368715,3400,0
133795,0,31,0.058876103,8950,0
133796,0,62,0.295856805,30000,0
133797,0,34,0.346561859,28750,2
133798,0,59,0.027811907,8952,0
133799,0,53,0.131920904,3539,0
133800,0,63,0.290623898,5673,1
133801,0,35,0.271466357,15500,2
133802,0,35,1146,,0
133803,0,38,0.86357404,4375,0
133804,0,67,1.916317992,1911,1
133805,0,64,0.010663112,3000,0
133806,1,36,0.354466859,2428,1
133807,0,24,0.06606724,2557,0
133808,0,51,437,,0
133809,0,68,0.001068113,12170,0
133810,0,72,23,,0
133811,0,53,0.217351806,13208,3
133812,0,50,7,0,2
133813,0,74,0.51996257,3205,0
133814,0,55,0.329968454,1584,1
133815,0,32,0.607826335,3500,0
133816,0,52,0.190521934,6245,3
133817,0,52,0.365646774,3300,0
133818,0,75,0.490206897,3624,0
133819,0,74,0.026394721,5000,0
133820,0,95,0,470,0
133821,0,61,0.618595351,4000,0
133822,0,48,0.231564036,12000,3
133823,0,39,0.165037761,4501,3
133824,0,42,0.353254832,4500,0
133825,0,67,3142,,0
133826,0,51,0.186485643,6407,2
133827,0,32,0.194451387,4000,2
133828,0,45,0,8198,0
133829,0,53,0.432088285,3533,2
133830,0,46,0.502815768,8700,1
133831,0,48,903,,0
133832,0,28,0.899437851,1600,2
133833,0,68,55,,0
133834,0,62,0.442008706,6431,1
133835,0,48,2.664670659,500,2
133836,0,29,0.005141388,3500,0
133837,0,79,742,,3
133838,0,63,0.259640476,6897,0
133839,0,40,0.126461062,7100,0
133840,0,58,0.002129432,10800,4
133841,0,38,0.58403428,6300,3
133842,1,36,0.458135109,4203,2
133843,0,22,28,0,0
133844,0,65,1265,,
133845,0,62,0.245903229,10312,1
133846,0,64,0.151163983,9750,1
133847,0,27,1938,,
133848,1,57,0.208756249,6600,0
133849,0,66,0.448038819,2472,0
133850,0,62,0.243093923,3800,0
133851,0,31,0.449173919,15857,1
133852,0,38,0.257233592,2833,1
133853,0,51,11.52238806,200,0
133854,0,31,100,,0
133855,0,58,0.181818182,11010,4
133856,0,58,725,0,1
133857,0,42,0.262594252,9150,1
133858,0,69,0.169547208,7000,0
133859,0,48,1.195112921,2700,2
133860,0,54,1640,,0
133861,0,43,0.463817023,8000,2
133862,1,33,0.935688104,3000,3
133863,0,30,0.121077478,3600,0
133864,0,40,0.497933609,7500,2
133865,0,56,0.079135283,10222,0
133866,0,50,0.320841552,6083,2
133867,0,79,4,0,0
133868,0,30,0.222828063,2750,1
133869,0,67,8,,
133870,0,70,0.084979767,4200,0
133871,0,80,193,,0
133872,0,52,0.326386119,10027,0
133873,0,40,0.148829811,4400,2
133874,0,55,0.005856888,7853,0
133875,0,45,0.565608598,4000,2
133876,0,57,0.263641937,11416,0
133877,0,48,0.073885782,5900,5
133878,0,40,0.353733459,4231,0
133879,0,49,9245,,2
133880,0,49,0.341822298,5300,0
133881,0,32,0.415541133,5700,1
133882,0,69,0.306030856,3564,0
133883,0,87,64,,0
133884,0,60,0.196859903,4139,0
133885,0,71,42,,
133886,0,91,0,,0
133887,0,67,0.158783784,1775,1
133888,0,57,0.238358252,10500,0
133889,0,82,61,,0
133890,0,67,0.389109746,8300,0
133891,0,28,0.681751179,6783,0
133892,0,69,188,,0
133893,0,75,0.211385236,10416,0
133894,0,68,3496,,0
133895,0,65,0.379231538,7000,1
133896,0,31,0.090056871,16000,0
133897,0,47,0.316668333,10000,0
133898,0,60,0.31390615,4666,0
133899,0,37,3203,,0
133900,0,52,0.198355677,13500,1
133901,0,55,2697,,2
133902,0,40,0.164398145,13150,0
133903,0,45,0.511989536,6880,4
133904,0,81,0.008747813,4000,0
133905,0,57,1782,,0
133906,1,32,0.198821218,2544,0
133907,0,49,0.139167309,5187,0
133908,0,49,0.385078836,7800,1
133909,0,76,0.008264463,3750,0
133910,0,38,667,,0
133911,0,36,1828,,
133912,0,70,1393,,
133913,0,49,0.145927036,2000,0
133914,0,31,1532,,0
133915,0,57,0.30337333,8833,0
133916,0,51,0.03205411,6800,3
133917,0,34,0.445520581,2477,0
133918,0,48,0.321224415,5422,3
133919,0,36,3238,,2
133920,0,53,0.857121662,6739,0
133921,0,80,0.452312139,3459,0
133922,0,48,0.225355368,8652,3
133923,0,41,0.041884235,9000,0
133924,0,70,0.013175829,2200,0
133925,0,79,0.335458068,8000,0
133926,0,51,0.464297724,8920,0
133927,0,42,0.621779388,4967,1
133928,0,43,0.178974394,14800,2
133929,0,49,0.612573885,1860,2
133930,0,59,0.33521178,5500,0
133931,0,73,0.384598604,4583,0
133932,0,67,22.23762376,100,0
133933,0,54,0.333422217,18750,0
133934,0,47,0.362674726,2646,1
133935,0,49,0.5604036,3666,0
133936,0,63,3582,,0
133937,0,50,0.18130803,9800,0
133938,0,80,717,,0
133939,0,57,2733,,1
133940,0,70,0.030440709,2200,0
133941,0,56,0.613134077,4750,0
133942,0,54,0.104514533,4850,0
133943,0,50,0.551765513,5833,2
133944,0,34,0,4167,1
133945,0,30,113,,
133946,0,68,0.434485241,5555,1
133947,0,42,0.138962035,30000,3
133948,0,61,0.085673146,8333,0
133949,0,75,0.186703029,13566,2
133950,0,67,0,5000,0
133951,0,32,0,2430,0
133952,0,50,0.381284022,12491,1
133953,1,72,0.660350545,2110,0
133954,0,29,0.524495101,5000,0
133955,0,72,0.519246792,6000,1
133956,1,62,0.223764575,1800,0
133957,1,38,2.934065934,1000,1
133958,0,62,4142,,0
133959,0,30,0.175561097,2004,0
133960,0,44,0.028029397,5850,0
133961,0,65,0.022127433,3750,0
133962,0,50,0.386838757,5500,2
133963,0,42,0.030848329,1555,0
133964,0,86,43,,0
133965,0,61,0.317811979,10200,1
133966,0,32,0.359475082,6400,0
133967,0,74,0.515810662,15400,0
133968,0,87,0.00036357,5500,0
133969,0,79,0.003498251,2000,0
133970,0,81,0.470286885,1951,0
133971,0,67,1044,,1
133972,0,42,1.156682028,5424,0
133973,0,73,0.054135124,7000,0
133974,0,42,0.689517281,3500,0
133975,0,29,0.646658152,4697,0
133976,0,26,0.196436332,2300,0
133977,0,68,1243,,0
133978,0,63,0.173819412,6500,0
133979,0,64,0.423905799,4500,0
133980,0,30,0.030351723,5600,0
133981,0,52,0.263610982,4297,1
133982,0,45,0.34085213,5585,2
133983,0,33,838,,2
133984,0,73,0.761699064,8333,0
133985,0,51,0.002962414,5400,1
133986,0,54,0.317709795,7125,2
133987,0,50,0.132111402,4200,1
133988,0,47,0.359375,3583,0
133989,1,45,0.26094781,5000,0
133990,0,40,0.382923415,5000,1
133991,0,44,0.652668416,8000,1
133992,0,90,0.011180802,11000,1
133993,0,49,0.329218983,4698,0
133994,0,57,0.162832657,2216,0
133995,0,32,2004,0,2
133996,0,80,1.044591082,5000,0
133997,0,53,0.848973405,7256,1
133998,1,41,0.003570518,3920,1
133999,0,63,2.836327345,500,0
134000,0,49,0.309409034,5600,2
134001,1,74,0.109285127,2433,1
134002,0,56,2395,0,0
134003,0,58,71,,0
134004,0,23,0,3000,0
134005,0,39,0.20156894,7520,1
134006,1,21,307,,
134007,0,65,0.361165049,3604,0
134008,0,67,0.081153141,6000,0
134009,0,70,2673,,0
134010,0,73,0.250937266,4000,0
134011,0,60,2.00059988,5000,2
134012,0,70,3837,,
134013,0,69,163.5,1,0
134014,0,58,0.375398724,10031,3
134015,0,67,0.344310401,9200,2
134016,0,36,0.385833004,7580,3
134017,0,56,0.427075067,6300,0
134018,0,38,0.229978097,10500,1
134019,0,41,0.806585789,2884,0
134020,1,47,722,,0
134021,0,48,0.363626264,9000,3
134022,0,65,0.566248257,2150,1
134023,0,34,0.129829614,4166,0
134024,0,69,0.093703148,4001,0
134025,0,75,1.262275801,3400,0
134026,0,56,0.29379562,2739,0
134027,0,60,0.486359092,7000,1
134028,0,36,0.268669406,7056,0
134029,1,30,0.130967258,4000,2
134030,0,59,0.173223791,8641,1
134031,0,48,0.097285068,4861,1
134032,0,55,2262,,0
134033,1,53,0.37924966,12500,0
134034,1,66,0.268244898,12249,2
134035,0,61,1.279191308,7270,1
134036,0,65,0.36868858,2950,1
134037,0,49,0.167566487,5000,0
134038,0,63,0,,
134039,0,56,0.24980784,1300,0
134040,0,63,0.655241487,4492,0
134041,0,60,0.042139712,24750,0
134042,0,61,0.27760765,16000,1
134043,0,53,0.005427796,7000,0
134044,0,44,2296,,0
134045,0,50,0.31861338,4528,0
134046,0,62,5935,,0
134047,0,63,0,,0
134048,0,43,0.186156174,28416,2
134049,0,39,0.054780254,4800,1
134050,0,47,0.680617496,11659,1
134051,0,54,1775,0,0
134052,0,39,0.068827598,12000,3
134053,0,42,0.25980682,5072,0
134054,1,31,0.149875104,1200,0
134055,0,38,0,4000,0
134056,0,81,0.019149535,3550,0
134057,0,54,0.206721715,6902,2
134058,0,40,0.444017141,9100,0
134059,0,50,4165,,0
134060,0,43,0.237176282,10000,0
134061,0,61,0.359631308,6400,1
134062,0,24,0.643930636,864,0
134063,1,61,0.178360883,8650,1
134064,0,61,2393,,0
134065,0,48,0.449770015,15000,2
134066,0,78,0.002749313,4000,0
134067,0,51,0.114016288,2332,0
134068,0,62,12,0,0
134069,0,55,14,,
134070,0,61,0.179259652,15100,0
134071,0,46,2350,,2
134072,0,72,0.001666389,6000,0
134073,0,54,0.458894922,15654,3
134074,1,26,0.029313791,1500,0
134075,0,50,0,2900,2
134076,0,42,0.618470289,6680,1
134077,0,63,0.294135293,6666,1
134078,0,58,0.463897132,3032,0
134079,0,81,0.014708728,5166,0
134080,0,70,101,,0
134081,0,48,2131,,0
134082,0,35,0.360056135,11400,3
134083,0,48,0.355822089,2000,1
134084,0,25,0.115561118,4793,1
134085,0,63,0.267066552,3500,0
134086,0,56,0,4333,1
134087,0,44,0.731701346,4084,2
134088,0,64,0.720909886,8000,0
134089,0,45,0.396189062,4040,2
134090,0,48,0.179646819,8833,3
134091,0,58,0.337742023,7333,0
134092,0,50,12,,0
134093,0,65,0.005538121,16250,1
134094,0,48,0.369837189,5834,0
134095,0,48,0.353036045,12400,1
134096,0,58,0.049995,10000,0
134097,0,56,0.538992892,9988,2
134098,0,58,0.235583371,6710,2
134099,1,42,0.304649742,18000,2
134100,1,91,18,,0
134101,0,74,259,,0
134102,0,61,0.362802768,5779,0
134103,0,38,0.00294083,8500,0
134104,0,73,0.013997201,5000,1
134105,0,79,0.65738758,1400,0
134106,0,34,0.403435711,1920,2
134107,0,76,0.065555958,5521,0
134108,0,64,0.341530864,10124,1
134109,0,43,0.125742884,3196,2
134110,0,41,1.079971439,2800,2
134111,0,59,1.047882136,3800,0
134112,0,69,526,,0
134113,0,43,0.743851387,3821,0
134114,0,49,0.258157114,10450,0
134115,0,61,0.359832197,9534,0
134116,0,89,0.001817851,5500,0
134117,0,81,0.116057,6806,0
134118,1,74,0.124943208,2200,0
134119,0,44,0.445294118,6799,0
134120,0,45,0.561339487,9316,3
134121,0,40,1466,0,0
134122,0,54,0.184930411,6250,1
134123,0,52,0.287782116,10500,3
134124,0,91,0.431034483,1101,0
134125,0,60,2767,,0
134126,1,35,456,,
134127,0,60,0.069069695,9598,0
134128,0,31,0.236480496,4511,1
134129,0,45,0.032428927,9250,2
134130,0,49,1.221837755,2600,0
134131,0,53,0.099387237,6690,0
134132,0,34,0.259427533,2200,0
134133,0,60,0.343165683,10000,0
134134,0,35,623,,0
134135,1,34,0.013923599,2800,1
134136,0,27,523,,
134137,0,55,2.249861188,1800,0
134138,0,83,20,,
134139,0,39,0.315514993,2300,0
134140,0,36,0.420687261,2880,0
134141,0,33,907,,0
134142,0,27,0.062423997,7400,0
134143,0,51,2761,,2
134144,0,44,0.166943798,3006,1
134145,0,59,1878,,0
134146,1,51,0.27125448,6974,4
134147,0,45,0.313833756,6700,0
134148,0,53,0.767715175,2892,0
134149,0,79,25,,0
134150,0,52,0.203207999,9600,0
134151,0,48,0.00951212,6517,4
134152,0,43,0.39854192,6583,2
134153,0,53,0.216684077,6700,2
134154,0,63,0.551084951,11382,0
134155,0,55,0.345133403,13417,1
134156,0,40,1.340770791,2464,0
134157,0,64,0.106275749,25000,1
134158,0,44,0.735874379,7450,0
134159,0,43,0.187544636,7000,0
134160,0,37,0.262573743,10000,1
134161,0,53,0.641124429,7007,3
134162,0,25,0.828698554,898,0
134163,0,36,0.483293336,5416,0
134164,0,35,0.479147481,7600,0
134165,0,68,18.05205709,1190,0
134166,0,92,0.013424736,3500,0
134167,0,45,0.265373628,6650,6
134168,0,36,2329,,0
134169,0,63,0.297748259,12345,1
134170,0,66,4629,,0
134171,0,50,0.183836345,10900,0
134172,0,86,0.000666445,3000,0
134173,0,29,0.332159339,8233,0
134174,0,56,1.058420226,7000,2
134175,0,27,525,,
134176,0,59,0.377220077,2589,0
134177,0,39,0.346723404,5874,4
134178,1,43,1.239349149,8050,4
134179,0,38,0.322415266,3510,1
134180,0,55,3184,,0
134181,0,58,0.256641604,5984,1
134182,0,40,0.003331483,1800,2
134183,0,59,0.267273701,5600,1
134184,0,30,1.825304394,1888,0
134185,0,60,0.288193531,11408,0
134186,0,44,0.264764698,7500,2
134187,0,47,0,8000,2
134188,0,28,0.009456265,2960,2
134189,0,68,0.254365983,2633,0
134190,0,40,14,,3
134191,0,78,0.000313922,6370,0
134192,0,51,1485,,0
134193,0,35,0.489893501,4600,0
134194,1,61,203,,3
134195,0,84,13,,0
134196,0,82,1143,,0
134197,0,55,0.384394808,6625,1
134198,0,58,3975,,2
134199,0,47,0.297662756,11166,0
134200,0,51,0.194975902,6846,3
134201,1,57,0.36315921,4000,3
134202,0,59,0.075240534,14446,1
134203,0,59,0.167680043,7400,1
134204,0,40,2983,,0
134205,0,54,0.134628117,4530,0
134206,0,51,0.10456155,4800,2
134207,0,84,0,,0
134208,0,65,4143,,0
134209,0,78,0.041020338,2900,0
134210,0,61,0.13677096,13167,0
134211,0,64,0.041489628,4000,2
134212,0,60,0.218668276,4970,0
134213,0,54,8.701195219,250,0
134214,0,68,0.006806028,2056,0
134215,0,70,0.2171166,3481,0
134216,0,87,351,,0
134217,0,72,0.208543317,4166,0
134218,0,44,0.333485152,10977,3
134219,1,33,0.211738003,3083,4
134220,0,30,0.263085669,5100,0
134221,0,32,0.099816007,6521,0
134222,1,48,0.412820162,7300,1
134223,0,67,141,,0
134224,0,76,158,,0
134225,0,68,0.56183687,6031,2
134226,0,64,0.176182382,10000,1
134227,0,40,0.188382796,6300,0
134228,0,70,0.018664889,10500,0
134229,0,43,0.277103271,7000,0
134230,0,50,0.268368449,7403,1
134231,0,35,0.46644876,5200,3
134232,0,41,0.228369551,7500,0
134233,0,30,0.146425073,4083,1
134234,0,63,0,,0
134235,0,32,0.371439351,5300,0
134236,0,57,0.425467188,2300,0
134237,0,30,558,,0
134238,0,49,1435,,0
134239,1,49,0.646370726,3333,2
134240,0,38,0,,0
134241,0,54,2214,,0
134242,0,48,0.599820949,3350,0
134243,0,68,0.531362007,7811,0
134244,0,44,0.40819788,7074,0
134245,0,41,2.039388595,1700,2
134246,0,21,0,867,0
134247,0,35,1417,,0
134248,0,29,0.315789474,1500,0
134249,0,77,0.002249438,4000,0
134250,0,68,0.762542403,5600,0
134251,0,54,0.191696029,10500,0
134252,0,45,3600,,0
134253,0,60,0.009522298,6300,1
134254,0,62,4,,0
134255,0,59,0.319322415,14226,2
134256,0,40,0.296595858,11250,3
134257,0,43,0.163427562,7923,2
134258,0,58,0.325709286,8000,4
134259,0,31,0.476125043,2910,1
134260,0,76,0.006248438,4000,0
134261,1,42,844,,0
134262,0,36,0.33501187,13900,2
134263,0,47,0.239338862,17000,1
134264,1,30,685,,0
134265,0,69,0.013769598,7334,0
134266,0,43,0.448546377,6500,2
134267,0,53,0,5290,0
134268,0,44,0.334423549,8560,0
134269,0,26,0.474153298,560,0
134270,0,46,976,,1
134271,0,77,0.239030702,8500,0
134272,0,65,0.001384402,4333,0
134273,0,31,0.199777338,8083,0
134274,0,59,1029,,0
134275,0,41,0.293356342,4635,0
134276,0,66,0.278417735,4600,0
134277,0,33,1.154429507,2900,1
134278,0,62,0.745496009,4384,0
134279,0,52,0.169112053,9200,0
134280,0,31,2349,,0
134281,0,60,0.487168092,9000,0
134282,0,69,0.139791634,6430,1
134283,0,31,0.258161866,3644,0
134284,0,50,0.567786222,8157,1
134285,0,27,574,,0
134286,0,36,370,,0
134287,0,64,0.32071232,17800,0
134288,0,59,0.533946138,6200,1
134289,0,47,0.346636674,13780,3
134290,0,47,0.19255309,10500,0
134291,0,73,0,1035,0
134292,0,64,25,,0
134293,0,59,0.488936284,3750,0
134294,0,53,1311,,4
134295,0,75,1.655672164,2000,0
134296,0,81,124,,
134297,0,63,0.209462413,9151,0
134298,0,72,0.001801261,9992,0
134299,0,64,0.106960604,9797,1
134300,0,36,0.475603903,6250,0
134301,0,26,0.331077564,1920,0
134302,0,39,0.103375527,6161,2
134303,0,43,0.139953349,3000,0
134304,0,50,1.221259285,5653,0
134305,0,55,0.523805861,13000,2
134306,0,62,249,,0
134307,0,65,0.313958139,7500,0
134308,0,67,14,,0
134309,0,73,0.001523664,10500,0
134310,0,34,0,,0
134311,0,48,0.100707092,14000,0
134312,0,65,0.405078125,2559,0
134313,0,77,0.003554766,4500,0
134314,0,88,4,,0
134315,0,25,0.133993148,2626,0
134316,0,70,0.015814937,57666,0
134317,0,88,10,,0
134318,0,40,0.342885375,7083,3
134319,0,45,0.488265519,7200,0
134320,0,50,0.335120643,2983,0
134321,0,61,0.289674952,8367,1
134322,0,57,0.453161681,13204,0
134323,0,37,0.219187979,6920,2
134324,0,65,0.358786398,9821,1
134325,0,56,1489,,0
134326,0,56,0.371518355,7000,1
134327,0,65,0.227888523,10333,0
134328,0,48,0.297725558,9276,3
134329,0,47,0.914856946,2900,2
134330,0,39,0.402061856,3200,0
134331,0,58,0.466712111,4400,0
134332,0,60,21,,0
134333,0,54,0.027894527,133000,0
134334,0,37,1.010828212,3416,0
134335,0,32,0.177564487,5000,0
134336,0,58,0.35431355,7800,2
134337,0,65,0.073490378,6027,1
134338,0,53,0.310153299,4500,0
134339,0,44,1.282264267,6500,0
134340,0,59,0.232980549,13983,1
134341,0,32,0.090161124,5833,0
134342,0,42,0.434113177,5000,6
134343,0,44,0.194701325,4000,3
134344,0,69,0.171391753,2327,0
134345,0,74,0.417459661,4833,0
134346,0,41,0.530542838,7644,2
134347,1,38,0.253286428,5400,0
134348,0,47,0.261043447,5500,4
134349,0,67,0.199676201,1852,1
134350,0,52,72,,0
134351,0,47,0.172850478,4500,3
134352,0,29,0.173413293,2000,0
134353,0,36,458,,0
134354,0,53,0.18819848,6710,0
134355,0,43,0.369388628,4677,2
134356,0,56,0.006461041,13000,2
134357,0,65,0.965273151,12007,1
134358,0,57,0.162690298,4400,0
134359,0,64,0.187633262,4689,1
134360,0,64,0.169581261,12465,1
134361,0,43,0.031845954,5400,2
134362,0,29,0.126692824,7900,2
134363,0,33,0.211069539,7750,1
134364,0,37,0.101645491,4800,3
134365,0,44,0.819416832,3017,4
134366,0,21,0,0,0
134367,0,56,4,,0
134368,1,89,0.64027671,1300,0
134369,0,88,0.007890584,1900,0
134370,0,60,0.152927517,6028,0
134371,0,74,0.04318143,5858,0
134372,0,42,0.590578861,12800,2
134373,0,73,1216,,0
134374,0,28,0.150385604,2333,0
134375,0,62,2.022061358,2900,3
134376,0,53,0.854930305,5810,1
134377,0,47,0.029469548,7125,3
134378,0,64,0.243899169,7457,0
134379,0,67,1008,,
134380,0,40,0.43404908,5867,2
134381,0,34,0.05090248,7700,0
134382,0,63,0.15240501,9500,0
134383,1,44,0.568799,8800,2
134384,0,56,0.438481992,4136,0
134385,0,47,0.750416528,3000,2
134386,0,78,0.168130081,3074,0
134387,1,43,0.721400609,4597,2
134388,0,51,5481,,0
134389,0,56,0.304853663,5500,1
134390,0,77,0.00211257,6626,0
134391,0,68,0.498866818,7500,3
134392,0,30,0.0628681,7300,4
134393,0,48,0.269455253,3083,2
134394,1,74,0.057336078,3400,0
134395,0,32,0.403880521,3916,1
134396,0,56,0,4700,0
134397,0,23,0.085975436,3500,1
134398,0,40,0.421716395,3250,0
134399,0,61,0.320441989,3800,0
134400,0,26,0.032961191,1880,0
134401,1,35,0.25934813,5000,2
134402,0,39,0.719322663,4310,3
134403,0,44,0.348235646,13375,1
134404,0,33,0.166458385,4000,0
134405,0,75,0.1199984,75000,0
134406,0,45,0.486574012,7410,2
134407,0,76,7,,
134408,0,27,0.277326671,1600,0
134409,0,43,0.568725483,13000,3
134410,0,28,608,,
134411,0,36,0.007137759,1400,1
134412,0,59,0.138660889,24000,1
134413,0,68,2115,,0
134414,0,54,0.366610671,12500,2
134415,0,73,2817,,0
134416,0,26,25,,0
134417,0,53,0.0051488,9710,3
134418,0,61,417,,0
134419,0,50,0.479604079,3333,1
134420,0,28,104,0,0
134421,1,46,0.463407134,3251,2
134422,0,31,438,,1
134423,0,47,0.24033249,8300,1
134424,1,32,0.166731745,2560,0
134425,0,74,0.781284174,6400,1
134426,0,48,1.140388769,4166,3
134427,0,56,0.522594365,3761,1
134428,0,60,0.695576106,4000,1
134429,0,31,0.264683829,4000,0
134430,0,57,0.197506234,2004,1
134431,0,70,0.012302285,2275,0
134432,0,26,304,,0
134433,0,45,1.353028065,2030,2
134434,0,61,0.63129832,3750,0
134435,1,66,0.180750574,3916,0
134436,0,56,0.407257286,5180,0
134437,0,77,0.207919095,5833,0
134438,0,50,0.072285673,6916,2
134439,0,35,0.281261028,8500,2
134440,1,50,0.059957173,1400,2
134441,0,47,14,,0
134442,0,55,3100,,0
134443,1,59,0.564840499,2883,0
134444,0,57,0.419483101,5532,1
134445,0,84,0.013598203,8456,0
134446,0,31,0.193161368,3333,0
134447,0,42,0.228177182,10000,2
134448,0,71,0.279447019,12513,0
134449,0,63,0.776377953,3809,0
134450,0,46,0.122709606,1800,0
134451,0,38,0.374592148,9500,1
134452,0,57,0.326915027,14333,2
134453,0,42,0.229954911,5100,2
134454,0,31,0.624442921,5833,0
134455,0,28,547,,
134456,0,41,0.538540071,3917,2
134457,0,52,0.496387424,5120,4
134458,0,45,712,,1
134459,0,50,10,,0
134460,0,31,279,,
134461,0,36,4119,,0
134462,0,52,3701,,
134463,0,45,1.034588778,1300,3
134464,0,46,0.420977451,9800,3
134465,0,31,343,0,0
134466,0,94,0,,0
134467,0,52,0.485813614,8916,2
134468,0,87,0.003499125,4000,0
134469,0,32,0,3700,1
134470,0,56,0.456135966,4000,0
134471,0,75,0.417939461,3600,1
134472,0,59,0.332875332,10916,2
134473,1,36,0,2468,1
134474,0,34,0.081315263,4500,0
134475,0,47,0.183576288,10289,3
134476,0,41,0.2095988,2666,0
134477,0,36,0.452355268,2780,0
134478,0,58,0.962129734,8000,0
134479,0,82,2,,
134480,0,70,0.001079957,25000,0
134481,0,46,0.191144965,4200,1
134482,0,63,0.307475854,13148,1
134483,0,26,0.007575758,2771,1
134484,0,57,1955,,0
134485,0,26,0.385076616,1500,1
134486,0,85,0,4000,0
134487,0,40,0.584851445,17400,2
134488,0,56,0.161240708,3900,2
134489,0,38,0.01187905,8333,0
134490,0,69,0.222421027,16207,1
134491,0,44,0.032262365,7500,0
134492,0,36,0.452402816,9800,3
134493,0,56,0.069299427,11875,0
134494,0,43,0.339166302,16000,3
134495,0,49,906,,0
134496,0,62,0.460838956,6817,0
134497,0,32,0.122587376,3833,0
134498,0,58,3,,0
134499,0,40,0.208106067,11916,1
134500,0,49,0.281686047,6879,0
134501,0,66,0.259621657,3065,0
134502,1,57,0.390328152,2315,0
134503,0,63,0.282234418,13300,0
134504,0,40,524,,0
134505,0,64,0.902680653,1715,0
134506,0,56,0.091193004,1600,0
134507,0,78,19,,0
134508,0,51,0.381717184,8280,0
134509,0,49,0.444547306,5400,1
134510,0,37,0.211557688,5000,0
134511,0,58,0.429409412,7500,0
134512,0,61,0.420412734,6250,0
134513,0,63,1100,,0
134514,0,54,0.102069872,9130,0
134515,0,48,0,3666,0
134516,0,62,0.085614217,7708,0
134517,0,60,1704,,0
134518,0,38,0.176479949,6283,0
134519,0,37,0.320541761,8416,0
134520,0,52,0.215760561,10557,2
134521,0,62,0.297281462,8533,0
134522,0,68,0.541221374,2619,0
134523,0,30,0.000887705,2252,0
134524,0,49,0.581890153,2020,0
134525,0,30,0.14870353,3200,0
134526,0,61,1159,,0
134527,0,63,0.159262962,7000,2
134528,0,52,0.088255319,11749,2
134529,0,53,0.242800501,9583,0
134530,0,35,0.812463712,5166,3
134531,0,34,0.365579303,8000,0
134532,0,40,0.591779423,7833,0
134533,0,25,0.368396002,2100,0
134534,0,44,0.612191025,4166,0
134535,0,50,0.135488493,11166,0
134536,0,63,736,,0
134537,0,55,29,,0
134538,0,38,0.355647302,3390,3
134539,0,52,1554,,0
134540,0,29,0.376913529,4833,1
134541,0,24,0.392143349,1450,0
134542,0,42,3122,,0
134543,0,35,0.658963148,1600,0
134544,0,48,0.729923966,9600,1
134545,0,46,0,2500,0
134546,0,70,0.661741305,4398,0
134547,0,61,0.000832755,7204,1
134548,0,53,0.522879661,8500,3
134549,0,48,1737,,1
134550,1,48,0.539697354,15000,0
134551,0,56,0.403146247,7500,1
134552,1,49,0.435007917,6946,0
134553,0,66,0.212517318,16600,1
134554,0,48,2533,,4
134555,0,76,0.468180844,4666,1
134556,0,66,0.061134632,5904,0
134557,0,46,0.729834041,5181,4
134558,0,27,0.066648894,3750,0
134559,0,50,0.452721375,8322,3
134560,1,42,1.251961237,4333,0
134561,0,62,0.000723415,4146,0
134562,0,39,0.082791721,10000,0
134563,0,42,0.41076653,3417,0
134564,0,33,1436,,0
134565,0,77,0.003713225,3500,1
134566,1,65,1024,,1
134567,0,60,0.253649006,8700,1
134568,0,37,4629,,0
134569,0,65,0.475646336,7000,0
134570,0,65,0.258058955,5800,0
134571,0,60,0.334335086,2661,2
134572,0,47,1828,,0
134573,0,70,0.001438504,4170,0
134574,0,49,1.209108581,3600,2
134575,0,50,0.436441543,4900,1
134576,0,23,25,1,0
134577,0,41,1192,1,2
134578,0,35,0.360730594,875,0
134579,0,31,0.487837388,3000,2
134580,0,40,0,3539,0
134581,1,57,0.546358536,18000,1
134582,0,50,0.641199572,2800,0
134583,0,60,0.106532737,13638,0
134584,0,49,0.076021376,5800,2
134585,0,28,0.927590512,800,0
134586,0,46,0.305711786,8000,2
134587,0,29,0.414890511,3424,0
134588,0,52,0.402131874,10600,0
134589,0,49,0.709946849,3950,0
134590,0,66,0.248594329,8358,0
134591,0,54,0.337952811,11400,0
134592,0,64,4.994445062,9000,2
134593,0,31,0.043970686,1500,0
134594,1,33,0,4100,1
134595,0,57,0.021995112,4500,0
134596,0,33,0,4052,0
134597,0,41,0.77316152,4500,2
134598,0,61,0.176126878,2395,1
134599,0,33,0,2000,1
134600,1,37,0.643178411,2000,1
134601,1,37,0.435176507,3200,2
134602,0,49,0.376883082,7500,0
134603,0,66,111,,0
134604,0,74,0.149797571,6421,0
134605,0,55,0.557790134,8452,1
134606,0,74,0.659405575,5416,2
134607,0,59,0.565609785,8420,1
134608,0,37,0.174757282,4737,0
134609,0,39,0.311772316,3864,2
134610,0,58,0.01243497,7880,1
134611,0,48,0.415595544,3500,0
134612,0,42,0.24617672,9415,3
134613,0,69,1.31980384,9583,0
134614,0,37,0.306447775,4202,0
134615,0,28,0.35169669,4773,1
134616,0,90,2,,
134617,0,50,0.351292109,8667,0
134618,0,63,0.426257374,10000,0
134619,1,64,0.302635565,3300,1
134620,0,25,0,,
134621,0,42,0.320205998,3300,1
